row_id,pred_1,pred_2,pred_3
14812,True_Neither:NA,True_Correct:NA,True_Misconception:Mult
19001,False_Misconception:Duplication,False_Neither:NA,False_Correct:NA
33520,True_Neither:NA,True_Correct:NA,True_Misconception:Wrong_term
3855,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
7528,False_Misconception:FlipChange,False_Neither:NA,False_Misconception:SwapDividend
22529,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
1179,True_Neither:NA,True_Correct:NA,False_Neither:NA
12624,True_Neither:NA,True_Correct:NA,True_Misconception:Additive
33095,False_Misconception:Wrong_term,False_Neither:NA,False_Correct:NA
1402,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
16278,False_Misconception:Adding_terms,False_Neither:NA,False_Misconception:Incomplete
21748,True_Neither:NA,True_Correct:NA,True_Misconception:SwapDividend
4981,False_Misconception:Mult,False_Neither:NA,False_Misconception:SwapDividend
879,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
19329,False_Misconception:Inversion,False_Neither:NA,False_Misconception:Duplication
34516,True_Neither:NA,True_Correct:NA,True_Misconception:SwapDividend
25369,False_Misconception:Denominator-only_change,False_Neither:NA,False_Misconception:Adding_across
32565,False_Misconception:Wrong_term,False_Neither:NA,False_Correct:NA
8895,False_Neither:NA,False_Misconception:Irrelevant,False_Misconception:Incomplete
16511,False_Misconception:Not_variable,False_Neither:NA,False_Misconception:Adding_terms
2980,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
19232,False_Misconception:Inversion,False_Neither:NA,False_Misconception:Duplication
22680,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
6119,True_Correct:NA,True_Misconception:Mult,True_Neither:NA
428,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
32991,False_Misconception:Wrong_term,False_Neither:NA,False_Correct:NA
465,True_Neither:NA,True_Correct:NA,True_Misconception:WNB
21149,True_Neither:NA,True_Correct:NA,True_Misconception:SwapDividend
7580,False_Misconception:FlipChange,False_Neither:NA,False_Misconception:SwapDividend
1278,True_Neither:NA,True_Correct:NA,True_Misconception:WNB
28166,False_Neither:NA,False_Misconception:Unknowable,False_Misconception:Adding_across
27795,False_Misconception:Subtraction,False_Neither:NA,False_Misconception:Additive
25041,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
17468,True_Correct:NA,True_Neither:NA,True_Misconception:Duplication
8537,False_Misconception:Wrong_Fraction,False_Neither:NA,False_Correct:NA
6604,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
20819,True_Correct:NA,True_Neither:NA,True_Misconception:WNB
6542,True_Correct:NA,True_Neither:NA,True_Misconception:FlipChange
7743,False_Misconception:SwapDividend,False_Neither:NA,False_Misconception:FlipChange
10743,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
28371,False_Neither:NA,False_Misconception:Unknowable,False_Misconception:Definition
22344,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
35280,True_Correct:NA,True_Neither:NA,True_Misconception:Division
12681,True_Correct:NA,True_Neither:NA,True_Misconception:Additive
36218,True_Correct:NA,True_Neither:NA,True_Misconception:Irrelevant
4580,False_Neither:NA,False_Misconception:Incomplete,False_Misconception:WNB
6912,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
20069,False_Misconception:Whole_numbers_larger,False_Neither:NA,False_Misconception:Shorter_is_bigger
27647,False_Misconception:Subtraction,False_Neither:NA,False_Misconception:Division
7468,False_Neither:NA,False_Correct:NA,False_Misconception:FlipChange
13902,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
4128,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
25673,False_Misconception:Denominator-only_change,False_Neither:NA,False_Misconception:Adding_across
32664,False_Neither:NA,False_Misconception:Wrong_term,False_Misconception:Firstterm
21758,True_Neither:NA,True_Correct:NA,True_Misconception:Inversion
10501,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
14188,True_Correct:NA,True_Neither:NA,True_Misconception:Irrelevant
2531,False_Neither:NA,False_Misconception:Incomplete,False_Misconception:Irrelevant
31269,True_Correct:NA,True_Neither:NA,True_Misconception:Positive
21152,True_Correct:NA,True_Neither:NA,True_Misconception:Inversion
9153,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
23203,False_Misconception:Wrong_fraction,False_Neither:NA,True_Misconception:Wrong_fraction
25210,False_Neither:NA,False_Correct:NA,False_Misconception:Denominator-only_change
24193,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
8602,False_Misconception:Wrong_Fraction,False_Neither:NA,False_Correct:NA
330,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
5226,False_Misconception:FlipChange,False_Neither:NA,False_Misconception:SwapDividend
29612,False_Neither:NA,False_Misconception:Positive,False_Misconception:Tacking
953,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
18359,False_Misconception:Duplication,False_Neither:NA,False_Misconception:Inversion
17731,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
27313,False_Neither:NA,False_Misconception:Subtraction,False_Correct:NA
27132,False_Neither:NA,False_Misconception:Division,False_Misconception:Subtraction
22122,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
32624,False_Misconception:Wrong_term,False_Neither:NA,False_Correct:NA
23367,False_Misconception:Wrong_fraction,False_Neither:NA,False_Correct:NA
31567,False_Neither:NA,False_Misconception:Positive,False_Misconception:Tacking
27600,False_Neither:NA,False_Misconception:Subtraction,False_Misconception:Division
22039,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
1434,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
31984,False_Neither:NA,False_Misconception:Positive,False_Misconception:Tacking
31072,True_Correct:NA,True_Neither:NA,True_Misconception:Denominator-only_change
28255,False_Misconception:Unknowable,False_Neither:NA,False_Misconception:Interior
9172,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
13974,True_Correct:NA,True_Neither:NA,True_Misconception:Irrelevant
7144,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
19521,False_Misconception:Inversion,False_Neither:NA,False_Correct:NA
18112,True_Neither:NA,True_Correct:NA,True_Misconception:Inversion
9738,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
17896,True_Correct:NA,True_Neither:NA,True_Misconception:Duplication
2561,False_Misconception:Incomplete,False_Neither:NA,False_Misconception:WNB
34769,False_Neither:NA,False_Misconception:Firstterm,False_Misconception:Incomplete
5582,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
23096,False_Misconception:Wrong_fraction,False_Neither:NA,False_Misconception:Incomplete
14742,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
2907,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
4448,False_Neither:NA,False_Correct:NA,False_Misconception:Incomplete
30923,True_Misconception:Tacking,False_Misconception:Tacking,True_Neither:NA
28640,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
30481,True_Misconception:Tacking,True_Neither:NA,False_Misconception:Tacking
25982,False_Neither:NA,False_Misconception:Adding_across,False_Misconception:Positive
20193,False_Neither:NA,False_Misconception:Shorter_is_bigger,False_Misconception:Longer_is_bigger
28711,True_Correct:NA,True_Neither:NA,True_Misconception:WNB
15137,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
27466,False_Misconception:Subtraction,False_Neither:NA,False_Misconception:Division
6194,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
26150,False_Misconception:Adding_across,False_Neither:NA,False_Misconception:Denominator-only_change
24047,True_Correct:NA,True_Neither:NA,True_Misconception:Incorrect_equivalent_fraction_addition
28203,False_Misconception:Unknowable,False_Neither:NA,False_Misconception:Interior
34585,True_Neither:NA,True_Misconception:Wrong_term,True_Correct:NA
26031,False_Neither:NA,False_Misconception:Adding_across,False_Misconception:Denominator-only_change
16118,True_Correct:NA,True_Neither:NA,True_Misconception:Multiplying_by_4
17034,True_Correct:NA,True_Neither:NA,True_Misconception:Duplication
36465,False_Neither:NA,False_Misconception:Certainty,False_Misconception:Scale
12986,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
35657,False_Misconception:Certainty,False_Neither:NA,False_Correct:NA
10421,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
8344,False_Neither:NA,False_Misconception:Wrong_Fraction,False_Misconception:Incomplete
33265,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
26901,True_Correct:NA,True_Neither:NA,True_Misconception:Division
34206,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
12107,False_Misconception:Additive,False_Neither:NA,False_Misconception:Irrelevant
61,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
16262,False_Misconception:Adding_terms,False_Neither:NA,False_Correct:NA
14339,False_Neither:NA,False_Misconception:WNB,False_Misconception:Additive
8824,False_Neither:NA,False_Misconception:Irrelevant,False_Correct:NA
23149,False_Misconception:Wrong_fraction,False_Neither:NA,False_Correct:NA
35080,True_Correct:NA,True_Neither:NA,True_Misconception:Multiplying_by_4
25722,False_Misconception:Denominator-only_change,False_Misconception:Adding_across,False_Neither:NA
29367,False_Misconception:Tacking,False_Neither:NA,False_Misconception:Positive
1398,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
7040,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
3000,False_Misconception:Incomplete,False_Neither:NA,False_Misconception:WNB
31510,False_Neither:NA,False_Misconception:Positive,False_Misconception:Tacking
19068,False_Misconception:Duplication,False_Neither:NA,False_Misconception:Inversion
29620,False_Neither:NA,False_Misconception:Tacking,True_Neither:NA
8230,False_Misconception:Wrong_Fraction,False_Neither:NA,False_Misconception:Inverse_operation
11497,False_Misconception:Additive,False_Neither:NA,True_Misconception:Additive
16918,True_Neither:NA,True_Correct:NA,True_Misconception:Additive
24116,True_Neither:NA,True_Correct:NA,True_Misconception:Denominator-only_change
28930,True_Neither:NA,True_Misconception:SwapDividend,False_Neither:NA
9149,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
14794,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
15260,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
18585,False_Misconception:Duplication,False_Neither:NA,False_Misconception:Inversion
11177,False_Misconception:Irrelevant,False_Neither:NA,False_Misconception:Wrong_fraction
4990,False_Misconception:Mult,False_Misconception:SwapDividend,False_Neither:NA
4455,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
31909,False_Neither:NA,False_Misconception:Tacking,False_Misconception:Positive
27389,False_Neither:NA,False_Misconception:Subtraction,False_Misconception:Incomplete
14151,True_Neither:NA,True_Misconception:Additive,False_Neither:NA
19617,False_Neither:NA,False_Misconception:Inversion,False_Misconception:Whole_numbers_larger
24225,True_Correct:NA,True_Neither:NA,True_Misconception:Inversion
33941,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
10883,False_Neither:NA,False_Correct:NA,False_Misconception:SwapDividend
18918,False_Misconception:Duplication,False_Neither:NA,False_Misconception:Wrong_Operation
26517,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
27954,False_Misconception:Subtraction,False_Neither:NA,False_Misconception:Additive
20640,True_Neither:NA,True_Correct:NA,True_Misconception:Incorrect_equivalent_fraction_addition
15099,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
14774,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
31544,False_Misconception:Positive,False_Neither:NA,False_Misconception:Tacking
8668,False_Neither:NA,False_Misconception:Irrelevant,False_Correct:NA
8388,False_Neither:NA,False_Misconception:Wrong_Fraction,False_Misconception:Irrelevant
8742,False_Misconception:Irrelevant,False_Neither:NA,True_Misconception:Irrelevant
14077,True_Neither:NA,True_Misconception:Additive,True_Correct:NA
32663,False_Neither:NA,False_Correct:NA,False_Misconception:Firstterm
7653,False_Neither:NA,False_Misconception:Longer_is_bigger,False_Misconception:Mult
7792,False_Neither:NA,False_Misconception:Division,False_Misconception:Mult
35426,True_Correct:NA,True_Neither:NA,True_Misconception:Inversion
10843,False_Misconception:Irrelevant,False_Neither:NA,False_Misconception:Incomplete
33606,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
32275,False_Neither:NA,False_Misconception:Positive,False_Misconception:Tacking
11015,False_Neither:NA,False_Correct:NA,False_Misconception:Irrelevant
10536,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
9733,True_Correct:NA,True_Neither:NA,True_Misconception:Irrelevant
1319,True_Neither:NA,True_Correct:NA,True_Misconception:WNB
27503,False_Misconception:Subtraction,False_Neither:NA,False_Misconception:Division
21802,True_Neither:NA,True_Correct:NA,True_Misconception:Additive
17887,True_Neither:NA,True_Correct:NA,True_Misconception:Inversion
21056,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
27000,False_Neither:NA,False_Misconception:Subtraction,False_Misconception:Division
33333,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
1453,True_Correct:NA,True_Misconception:Incomplete,True_Neither:NA
5598,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
14416,False_Misconception:WNB,False_Neither:NA,False_Correct:NA
8919,False_Neither:NA,False_Misconception:Irrelevant,False_Misconception:Incomplete
9685,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
13066,True_Neither:NA,True_Correct:NA,True_Misconception:Additive
8622,False_Neither:NA,False_Misconception:Wrong_Fraction,False_Correct:NA
33873,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
22429,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
10115,True_Correct:NA,True_Neither:NA,True_Misconception:WNB
6757,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
12649,True_Correct:NA,True_Neither:NA,True_Misconception:Irrelevant
573,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
8178,False_Neither:NA,False_Misconception:Incomplete,False_Misconception:Irrelevant
32574,False_Neither:NA,False_Misconception:Wrong_term,False_Correct:NA
20495,True_Neither:NA,True_Correct:NA,False_Neither:NA
32020,False_Misconception:Positive,False_Neither:NA,False_Correct:NA
22681,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
21444,True_Neither:NA,True_Correct:NA,True_Misconception:Inversion
26002,False_Misconception:Adding_across,False_Neither:NA,False_Misconception:Denominator-only_change
21903,True_Neither:NA,True_Correct:NA,True_Misconception:Additive
28204,False_Misconception:Unknowable,False_Neither:NA,False_Misconception:Interior
5129,False_Misconception:Mult,False_Neither:NA,False_Misconception:SwapDividend
3847,False_Neither:NA,False_Misconception:Incomplete,False_Correct:NA
29779,False_Neither:NA,False_Misconception:Tacking,False_Correct:NA
19147,False_Neither:NA,False_Misconception:Duplication,False_Misconception:Inversion
19999,False_Neither:NA,False_Misconception:Longer_is_bigger,False_Misconception:Whole_numbers_larger
28342,False_Neither:NA,False_Misconception:Unknowable,False_Misconception:Incomplete
17236,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
32244,False_Neither:NA,False_Misconception:Positive,False_Misconception:Tacking
8731,False_Neither:NA,False_Misconception:Incomplete,False_Misconception:Certainty
18365,False_Misconception:Duplication,False_Neither:NA,False_Misconception:Inversion
5809,True_Neither:NA,True_Correct:NA,True_Misconception:SwapDividend
33303,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
33670,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
9758,True_Correct:NA,True_Neither:NA,True_Misconception:Division
15949,True_Correct:NA,True_Neither:NA,True_Misconception:Duplication
34248,True_Neither:NA,False_Misconception:Firstterm,True_Correct:NA
4559,False_Neither:NA,False_Correct:NA,False_Misconception:Incomplete
4970,False_Misconception:Mult,False_Misconception:SwapDividend,False_Neither:NA
28264,False_Misconception:Unknowable,False_Neither:NA,False_Misconception:Interior
36643,False_Neither:NA,False_Misconception:Scale,False_Misconception:Certainty
34063,True_Neither:NA,True_Correct:NA,True_Misconception:Wrong_term
15614,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
8779,False_Neither:NA,False_Misconception:Irrelevant,False_Correct:NA
35481,False_Neither:NA,False_Misconception:Base_rate,False_Correct:NA
17644,True_Correct:NA,True_Neither:NA,True_Misconception:Duplication
9987,True_Correct:NA,True_Neither:NA,False_Neither:NA
15503,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
14640,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
25484,False_Neither:NA,False_Misconception:Denominator-only_change,False_Misconception:Adding_across
6494,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
22365,True_Neither:NA,True_Correct:NA,True_Misconception:Division
3419,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
18476,False_Misconception:Duplication,False_Neither:NA,False_Misconception:Inversion
30539,True_Correct:NA,True_Neither:NA,True_Misconception:Tacking
32525,False_Misconception:Wrong_term,False_Neither:NA,False_Misconception:Not_variable
29207,False_Misconception:Interior,False_Neither:NA,False_Correct:NA
32926,False_Misconception:Wrong_term,False_Neither:NA,False_Correct:NA
29186,False_Neither:NA,False_Misconception:Definition,False_Misconception:Unknowable
14558,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
6128,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
34341,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
2055,True_Neither:NA,True_Correct:NA,True_Misconception:Division
21276,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
2229,True_Neither:NA,True_Correct:NA,True_Misconception:WNB
6204,True_Neither:NA,True_Correct:NA,True_Misconception:Mult
19677,False_Misconception:Inversion,False_Neither:NA,False_Correct:NA
4156,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
21895,True_Correct:NA,True_Neither:NA,True_Misconception:Shorter_is_bigger
26896,True_Neither:NA,True_Correct:NA,True_Misconception:Division
6395,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
14065,True_Correct:NA,True_Neither:NA,True_Misconception:Irrelevant
33566,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
22457,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
20189,False_Neither:NA,False_Misconception:Longer_is_bigger,False_Misconception:Whole_numbers_larger
13784,True_Misconception:Irrelevant,True_Neither:NA,True_Misconception:Additive
11997,False_Neither:NA,False_Misconception:Additive,False_Misconception:Irrelevant
29788,False_Misconception:Tacking,False_Misconception:Positive,False_Neither:NA
26659,True_Correct:NA,True_Neither:NA,True_Misconception:Division
4639,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
26540,True_Correct:NA,True_Neither:NA,False_Neither:NA
13339,True_Neither:NA,True_Correct:NA,True_Misconception:Irrelevant
34885,False_Neither:NA,False_Misconception:Firstterm,False_Misconception:Wrong_term
5304,False_Misconception:SwapDividend,False_Misconception:Mult,False_Neither:NA
29902,False_Neither:NA,False_Misconception:Tacking,False_Misconception:Positive
24481,True_Correct:NA,True_Neither:NA,True_Misconception:Incorrect_equivalent_fraction_addition
5946,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
28800,True_Correct:NA,True_Neither:NA,True_Misconception:Definition
11242,False_Neither:NA,False_Misconception:Additive,False_Misconception:Incomplete
2761,False_Neither:NA,False_Correct:NA,False_Misconception:WNB
19025,False_Misconception:Duplication,False_Neither:NA,True_Misconception:Duplication
647,True_Neither:NA,True_Correct:NA,True_Misconception:Tacking
35975,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
733,True_Neither:NA,True_Correct:NA,True_Misconception:WNB
20838,True_Correct:NA,True_Neither:NA,True_Misconception:WNB
7183,True_Neither:NA,True_Misconception:SwapDividend,False_Misconception:SwapDividend
30233,True_Correct:NA,True_Neither:NA,True_Misconception:Positive
14433,True_Neither:NA,True_Correct:NA,True_Misconception:Mult
32044,False_Misconception:Positive,False_Neither:NA,True_Misconception:Positive
11674,False_Misconception:Additive,False_Neither:NA,True_Misconception:Additive
29935,False_Misconception:Tacking,False_Neither:NA,True_Misconception:Tacking
11052,False_Neither:NA,False_Misconception:Certainty,True_Misconception:Additive
30279,True_Neither:NA,True_Correct:NA,True_Misconception:Tacking
16466,False_Misconception:Not_variable,False_Neither:NA,False_Misconception:Adding_terms
19740,False_Misconception:Whole_numbers_larger,False_Neither:NA,False_Misconception:Shorter_is_bigger
21385,True_Neither:NA,True_Correct:NA,True_Misconception:Inversion
9287,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
19004,False_Misconception:Duplication,False_Neither:NA,False_Misconception:Inversion
2277,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
25361,False_Misconception:Denominator-only_change,False_Misconception:Adding_across,False_Neither:NA
27312,False_Neither:NA,False_Misconception:Subtraction,False_Misconception:Division
13062,True_Neither:NA,True_Misconception:Additive,False_Neither:NA
7920,False_Neither:NA,False_Misconception:Mult,False_Correct:NA
20940,True_Neither:NA,True_Correct:NA,True_Misconception:Shorter_is_bigger
21985,True_Neither:NA,True_Correct:NA,True_Misconception:Inversion
23740,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
22138,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
4562,False_Misconception:Incomplete,False_Neither:NA,False_Correct:NA
4468,False_Misconception:Incomplete,False_Neither:NA,False_Misconception:WNB
21030,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
22575,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
2743,False_Misconception:WNB,False_Neither:NA,False_Misconception:Incomplete
5561,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
22946,False_Neither:NA,False_Misconception:Incomplete,False_Misconception:Wrong_fraction
6482,True_Neither:NA,True_Correct:NA,True_Misconception:Mult
6879,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
20984,True_Neither:NA,True_Correct:NA,True_Misconception:Inversion
10562,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
28767,True_Correct:NA,True_Neither:NA,True_Misconception:Duplication
10008,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
14808,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
19297,False_Neither:NA,False_Misconception:Inversion,False_Misconception:Duplication
5348,False_Misconception:Mult,False_Misconception:SwapDividend,False_Neither:NA
8292,False_Misconception:Wrong_Fraction,False_Neither:NA,False_Correct:NA
17444,True_Correct:NA,True_Neither:NA,True_Misconception:Duplication
24130,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
19286,False_Misconception:Inversion,False_Neither:NA,False_Misconception:Duplication
12745,True_Correct:NA,True_Neither:NA,True_Misconception:Irrelevant
31300,True_Correct:NA,True_Neither:NA,True_Misconception:Positive
27196,False_Neither:NA,False_Misconception:Subtraction,False_Correct:NA
6111,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
16631,True_Neither:NA,True_Correct:NA,True_Misconception:Inversion
3068,False_Misconception:Incomplete,False_Neither:NA,False_Misconception:WNB
36379,False_Neither:NA,False_Misconception:Certainty,False_Misconception:Unknowable
33784,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
15158,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
1346,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
11836,False_Misconception:Additive,False_Neither:NA,True_Misconception:Additive
21668,True_Correct:NA,True_Neither:NA,True_Misconception:Shorter_is_bigger
35251,True_Correct:NA,True_Neither:NA,True_Misconception:Division
18867,False_Misconception:Duplication,False_Neither:NA,False_Misconception:Inversion
624,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
34229,True_Neither:NA,True_Correct:NA,True_Misconception:Denominator-only_change
8153,False_Neither:NA,False_Misconception:Irrelevant,False_Misconception:Incomplete
32227,False_Neither:NA,False_Misconception:Positive,False_Misconception:Tacking
19371,False_Misconception:Inversion,False_Neither:NA,False_Misconception:Wrong_Operation
27400,False_Misconception:Subtraction,False_Neither:NA,False_Misconception:Division
33399,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
22758,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_fraction
20007,False_Misconception:Whole_numbers_larger,False_Neither:NA,False_Misconception:Shorter_is_bigger
25690,False_Misconception:Denominator-only_change,False_Neither:NA,False_Misconception:Adding_across
32185,False_Neither:NA,False_Misconception:Incomplete,False_Misconception:Tacking
7779,False_Neither:NA,False_Misconception:Mult,False_Correct:NA
29949,False_Neither:NA,False_Misconception:Tacking,False_Misconception:Positive
30641,True_Neither:NA,True_Correct:NA,True_Misconception:Tacking
8416,False_Neither:NA,False_Misconception:Irrelevant,False_Misconception:Incomplete
10821,False_Neither:NA,False_Misconception:Irrelevant,False_Correct:NA
17224,True_Neither:NA,True_Correct:NA,True_Misconception:Inversion
23719,True_Correct:NA,True_Neither:NA,True_Misconception:Adding_across
8757,False_Neither:NA,False_Misconception:Irrelevant,False_Correct:NA
13035,True_Misconception:Irrelevant,True_Neither:NA,True_Correct:NA
21842,True_Neither:NA,True_Correct:NA,True_Misconception:Additive
30852,True_Correct:NA,True_Neither:NA,True_Misconception:Positive
1157,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
34400,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
29656,False_Neither:NA,False_Misconception:Irrelevant,False_Misconception:Tacking
28799,True_Correct:NA,True_Neither:NA,True_Misconception:Division
20643,True_Neither:NA,True_Correct:NA,True_Misconception:Wrong_term
28004,False_Misconception:Subtraction,False_Neither:NA,False_Correct:NA
10484,True_Correct:NA,True_Neither:NA,True_Misconception:Incomplete
31770,False_Neither:NA,False_Misconception:Positive,False_Misconception:Tacking
12891,True_Neither:NA,True_Correct:NA,True_Misconception:Additive
13211,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
35646,False_Neither:NA,False_Misconception:Certainty,False_Correct:NA
18875,False_Misconception:Duplication,False_Neither:NA,False_Misconception:Inversion
28970,True_Correct:NA,True_Neither:NA,True_Misconception:Duplication
7346,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
8908,False_Neither:NA,False_Correct:NA,False_Misconception:Irrelevant
25375,False_Misconception:Denominator-only_change,True_Misconception:Denominator-only_change,False_Misconception:Adding_across
34716,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
33515,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
26767,True_Correct:NA,True_Neither:NA,True_Misconception:Division
31549,False_Neither:NA,False_Misconception:Positive,False_Misconception:Tacking
12073,False_Misconception:Additive,False_Neither:NA,True_Misconception:Additive
30147,True_Neither:NA,True_Correct:NA,True_Misconception:Tacking
15298,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
21455,True_Correct:NA,True_Neither:NA,True_Misconception:Shorter_is_bigger
30597,True_Neither:NA,True_Misconception:Tacking,True_Correct:NA
4750,False_Neither:NA,False_Misconception:Incomplete,False_Correct:NA
8156,False_Misconception:Incomplete,False_Neither:NA,False_Misconception:Adding_terms
29595,False_Misconception:Positive,False_Neither:NA,False_Correct:NA
5627,True_Neither:NA,True_Correct:NA,True_Misconception:Mult
5762,True_Correct:NA,True_Neither:NA,True_Misconception:Mult
14634,True_Correct:NA,True_Neither:NA,True_Misconception:SwapDividend
18788,False_Misconception:Duplication,False_Neither:NA,False_Misconception:Wrong_Operation
24068,True_Neither:NA,True_Correct:NA,True_Misconception:Denominator-only_change
13759,True_Correct:NA,True_Neither:NA,True_Misconception:Irrelevant
34140,True_Correct:NA,True_Neither:NA,True_Misconception:Wrong_term
32322,False_Neither:NA,False_Misconception:Positive,False_Misconception:Tacking
7474,False_Neither:NA,False_Misconception:Mult,False_Misconception:SwapDividend
35242,True_Correct:NA,True_Neither:NA,True_Misconception:FlipChange
29080,False_Neither:NA,False_Correct:NA,False_Misconception:Interior
